ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Annotation
AztecZacapoaxtla-11_good-1,351,AztecZacapoaxtla,11_good,kwali,kwali,,,Miller1984,11_good-6,false,,,
AztecZacapoaxtla-12_round-1,383,AztecZacapoaxtla,12_round,teolotik,teolotik,,,Miller1984,12_round-17,false,,,= bola (yowwaaltik =redondo [circleʔ])
AztecZacapoaxtla-13_heavy-1,415,AztecZacapoaxtla,13_heavy,etiik,etiik,,,Miller1984,13_heavy-2,false,,,
AztecZacapoaxtla-14_dry-1,447,AztecZacapoaxtla,14_dry,waayik,waayik,,,Miller1984,14_dry-2,false,,,
AztecZacapoaxtla-15_sharpblade-1,479,AztecZacapoaxtla,15_sharpblade,teeneh,teeneh,,,Miller1984,15_sharpblade-3,false,,,
AztecZacapoaxtla-17_full-1,543,AztecZacapoaxtla,17_full,pešoontok,pešoontok,,,Miller1984,17_full-5,false,,,
AztecZacapoaxtla-18_cold-1,575,AztecZacapoaxtla,18_cold,seseek,seseek,,,Miller1984,18_cold-1,false,,,
AztecZacapoaxtla-19_hot-1,607,AztecZacapoaxtla,19_hot,totoktik,totoktik,,,Miller1984,19_hot-3,false,,,
AztecZacapoaxtla-20_woman-1,639,AztecZacapoaxtla,20_woman,siwaa-t,siwaa-t,,,Miller1984,20_woman-4,false,,,
AztecZacapoaxtla-21_man-1,671,AztecZacapoaxtla,21_man,taaga-t,taaga-t,,,Miller1984,21_man-4,false,,,
AztecZacapoaxtla-22_person-1,703,AztecZacapoaxtla,22_person,taakayoo-t,taakayoo-t,,,Miller1984,22_person-2,false,,,
AztecZacapoaxtla-23_fish-1,735,AztecZacapoaxtla,23_fish,miči,miči,,,Miller1984,23_fish-6,false,,,
AztecZacapoaxtla-24_bird-1,767,AztecZacapoaxtla,24_bird,tootoociin,tootoociin,,,Miller1984,24_bird-7,false,,,
AztecZacapoaxtla-25_dog-1,799,AztecZacapoaxtla,25_dog,ichwiin-ti,ichwiin-ti,,,Miller1984,25_dog-7,false,,,
AztecZacapoaxtla-26_louse-1,831,AztecZacapoaxtla,26_louse,tokoloo-t,tokoloo-t,,,Miller1984,26_louse-7,false,,,
AztecZacapoaxtla-27_snake-1,863,AztecZacapoaxtla,27_snake,kowaa-t,kowaa-t,,,Miller1984,27_snake-1,false,,,
AztecZacapoaxtla-28_tree-1,895,AztecZacapoaxtla,28_tree,kwowi-t,kwowi-t,,,Miller1984,28_tree-6,false,,,
AztecZacapoaxtla-29_bark-1,926,AztecZacapoaxtla,29_bark,eewa-t,eewa-t,,,Miller1984,29_bark-6,false,,,
AztecZacapoaxtla-30_leaf-1,958,AztecZacapoaxtla,30_leaf,šiwi-t,šiwi-t,,,Miller1984,30_leaf-4,false,,,
AztecZacapoaxtla-31_root-1,990,AztecZacapoaxtla,31_root,naalwa-t,naalwa-t,,,Miller1984,31_root-2,false,,,
AztecZacapoaxtla-32_seed-1,1022,AztecZacapoaxtla,32_seed,šinaač,šinaač,,,Miller1984,32_seed-4,false,,,
AztecZacapoaxtla-33_blood-1,1054,AztecZacapoaxtla,33_blood,es-ti,es-ti,,,Miller1984,33_blood-8,false,,,
AztecZacapoaxtla-34_meat-1,1086,AztecZacapoaxtla,34_meat,naka-t,naka-t,,,Miller1984,34_meat-5,false,,,
AztecZacapoaxtla-35_skin-1,1118,AztecZacapoaxtla,35_skin,-kwetašio,-kwetašio,,,Miller1984,35_skin-7,false,,,
AztecZacapoaxtla-36_bone-1,1150,AztecZacapoaxtla,36_bone,oomi-t,oomi-t,,,Miller1984,36_bone-1,false,,,
AztecZacapoaxtla-37_greasefat-1,1182,AztecZacapoaxtla,37_greasefat,čaawak,čaawak,,,Miller1984,37_greasefat-7,false,,,
AztecZacapoaxtla-38_egg-1,1214,AztecZacapoaxtla,38_egg,piote-t,piote-t,,,Miller1984,38_egg-5,false,,,"JHH: pio (piyo) is probably Spanish for ""chick"""
AztecZacapoaxtla-39_horn-1,1246,AztecZacapoaxtla,39_horn,kwetaša,kwetaša,,,Miller1984,39_horn-2,false,,,
AztecZacapoaxtla-40_tail-1,1278,AztecZacapoaxtla,40_tail,-kwitapii-l,-kwitapii-l,,,Miller1984,40_tail-2,false,,,
AztecZacapoaxtla-41_feather-1,1310,AztecZacapoaxtla,41_feather,ihwi-t,ihwi-t,,,Miller1984,41_feather-8,false,,,JHH: Probably (6).  LC: uncertain; could be related to Stubbs' 863 *piwi in some way?
AztecZacapoaxtla-42_hair-1,1342,AztecZacapoaxtla,42_hair,conn-ti,conn-ti,,,Miller1984,42_hair-7,false,,,
AztecZacapoaxtla-43_head-1,1374,AztecZacapoaxtla,43_head,-coon-tecoon,-coon-tecoon,,,Miller1984,43_head-7,false,,,(-kwaako also = cabeza)
AztecZacapoaxtla-43_head-2,6016,AztecZacapoaxtla,43_head,kwaay,kwaay,,,Campbell1978,43_head-17,false,,,
AztecZacapoaxtla-44_ear-1,1406,AztecZacapoaxtla,44_ear,-nakas,-nakas,,,Miller1984,44_ear-1,false,,,
AztecZacapoaxtla-45_eye-1,1438,AztecZacapoaxtla,45_eye,-iištooloolo,-iištooloolo,,,Miller1984,45_eye-1,false,,,
AztecZacapoaxtla-46_nose-1,1470,AztecZacapoaxtla,46_nose,-yekaco-l,-yekaco-l,,,Miller1984,46_nose-2,false,,,
AztecZacapoaxtla-47_mouth-1,1502,AztecZacapoaxtla,47_mouth,-teen,-teen,,,Miller1984,47_mouth-4,false,,,
AztecZacapoaxtla-48_tooth-1,1533,AztecZacapoaxtla,48_tooth,-taan,-taan,,,Miller1984,48_tooth-1,false,,,
AztecZacapoaxtla-49_tongue-1,1565,AztecZacapoaxtla,49_tongue,-nenepii-l,-nenepii-l,,,Miller1984,49_tongue-2,false,,,
AztecZacapoaxtla-50_clawnail-1,1597,AztecZacapoaxtla,50_clawnail,-sti,-sti,,,Miller1984,50_clawnail-5,false,,,
AztecZacapoaxtla-51_foot-1,1629,AztecZacapoaxtla,51_foot,-mec,-mec,,,Miller1984,51_foot-11,false,,,
AztecZacapoaxtla-52_knee-1,1661,AztecZacapoaxtla,52_knee,-taankwaay,-taankwaay,,,Miller1984,52_knee-3,false,,,JHH:Ditto
AztecZacapoaxtla-53_hand-1,1693,AztecZacapoaxtla,53_hand,-maay,-maay,,,Miller1984,53_hand-1,false,,,
AztecZacapoaxtla-54_arm-1,1725,AztecZacapoaxtla,54_arm,-ahkol,-ahkol,,,Miller1984,54_arm-7,false,,,
AztecZacapoaxtla-55_rope-1,3472,AztecZacapoaxtla,55_rope,meka-t,meka-t,,,Miller1984,55_rope-7,false,,,
AztecZacapoaxtla-56_belly-1,1776,AztecZacapoaxtla,56_belly,-poš,-poš,,,Miller1984,56_belly-5,false,,,
AztecZacapoaxtla-57_navelbellybutton-1,1808,AztecZacapoaxtla,57_navelbellybutton,-šiik,-šiik,,,Miller1984,57_navelbellybutton-2,false,,,
AztecZacapoaxtla-58_neck-1,1840,AztecZacapoaxtla,58_neck,-keč,-keč,,,Miller1984,58_neck-6,false,,,
AztecZacapoaxtla-59_breast-1,1872,AztecZacapoaxtla,59_breast,čičiwaa-l,čičiwaa-l,,,Miller1984,59_breast-2,false,,,
AztecZacapoaxtla-60_heart-1,1904,AztecZacapoaxtla,60_heart,-yoolo,-yoolo,,,Miller1984,60_heart-4,false,,,
AztecZacapoaxtla-62_drink-1,1968,AztecZacapoaxtla,62_drink,aatii,aatii,,,Miller1984,62_drink-3,false,,,
AztecZacapoaxtla-63_eat-1,2000,AztecZacapoaxtla,63_eat,takwaa,takwaa,,,Miller1984,63_eat-2,false,,,
AztecZacapoaxtla-64_bite-1,2032,AztecZacapoaxtla,64_bite,keehcoma,keehcoma,,,Miller1984,64_bite-1,false,,,
AztecZacapoaxtla-65_vomit-1,2064,AztecZacapoaxtla,65_vomit,takepa,takepa,,,Miller1984,65_vomit-12,false,,,
AztecZacapoaxtla-66_see-1,2096,AztecZacapoaxtla,66_see,ta (ki-ta),ta,,,Miller1984,66_see-2,false,,,LC: Ditto
AztecZacapoaxtla-67_hear-1,2128,AztecZacapoaxtla,67_hear,kaki,kaki,,,Miller1984,67_hear-3,false,,,
AztecZacapoaxtla-68_know-1,2160,AztecZacapoaxtla,68_know,mati,mati,,,Miller1984,68_know-3,false,,,
AztecZacapoaxtla-69_sleep-1,2192,AztecZacapoaxtla,69_sleep,koči,koči,,,Miller1984,69_sleep-3,false,,,
AztecZacapoaxtla-70_die-1,2224,AztecZacapoaxtla,70_die,miki,miki,,,Miller1984,70_die-2,false,,,
AztecZacapoaxtla-71_kill-1,2256,AztecZacapoaxtla,71_kill,miktiia,miktiia,,,Miller1984,71_kill-3,false,,,
AztecZacapoaxtla-72_fly-1,2288,AztecZacapoaxtla,72_fly,pataani,pataani,,,Miller1984,72_fly-5,false,,,
AztecZacapoaxtla-73_walk-1,2320,AztecZacapoaxtla,73_walk,nehnemi,nehnemi,,,Miller1984,73_walk-1,false,,,
AztecZacapoaxtla-74_come-1,2352,AztecZacapoaxtla,74_come,wiicawic,wiicawic,,,Miller1984,74_come-18,false,,,JHH: Not same as Classical form.  This is same as Classical /wits/ (see Pipil)
AztecZacapoaxtla-74_come-2,6001,AztecZacapoaxtla,74_come,waalaa-,waalaa-,,,Campbell1978,74_come-19,false,,,
AztecZacapoaxtla-74_come-3,6004,AztecZacapoaxtla,74_come,wiiȼa,wiiȼa,,,Campbell1978,74_come-18,false,,,
AztecZacapoaxtla-75_lie-1,2384,AztecZacapoaxtla,75_lie,wectok,wectok,,,Miller1984,75_lie-4,false,,,=acostado (teeka =acostar[se])
AztecZacapoaxtla-75_lie-2,6021,AztecZacapoaxtla,75_lie,teeka,teeka,,,Campbell1978,75_lie-4,false,,,
AztecZacapoaxtla-76_sitsitdown-1,2416,AztecZacapoaxtla,76_sitsitdown,tokocyeto,tokocyeto,,,Miller1984,76_sitsitdown-11,false,,,"(tokoctaalia, taalia =sentar)"
AztecZacapoaxtla-77_standup-1,2448,AztecZacapoaxtla,77_standup,ihkatok,ihkatok,,,Miller1984,77_standup-3,false,,,(keca =parar[se])
AztecZacapoaxtla-78_throw-1,2480,AztecZacapoaxtla,78_throw,tatamoota,tatamoota,,,Miller1984,78_throw-21,false,,,
AztecZacapoaxtla-78_throw-2,6040,AztecZacapoaxtla,78_throw,-mota,-mota,,,Campbell1978,78_throw-20,false,,,
AztecZacapoaxtla-79_give-1,2512,AztecZacapoaxtla,79_give,maka,maka,,,Miller1984,79_give-3,false,,,
AztecZacapoaxtla-80_say-1,2544,AztecZacapoaxtla,80_say,kihtooa,kihtooa,,,Miller1984,80_say-7,false,,,
AztecZacapoaxtla-81_sing-1,2576,AztecZacapoaxtla,81_sing,kantaarooa,kantaarooa,,,Miller1984,81_sing-12,false,,,
AztecZacapoaxtla-82_sun-1,2608,AztecZacapoaxtla,82_sun,toona-l,toona-l,,,Miller1984,82_sun-2,false,,,
AztecZacapoaxtla-83_moon-1,2640,AztecZacapoaxtla,83_moon,meec-ti,meec-ti,,,Miller1984,83_moon-1,false,,,
AztecZacapoaxtla-84_star-1,2672,AztecZacapoaxtla,84_star,siitaliin,siitaliin,,,Miller1984,84_star-3,false,,,
AztecZacapoaxtla-85_sky-1,2704,AztecZacapoaxtla,85_sky,elwiak,elwiak,,,Miller1984,85_sky-4,false,,,
AztecZacapoaxtla-86_water-1,2736,AztecZacapoaxtla,86_water,aa-t,aa-t,,,Miller1984,86_water-1,false,,,
AztecZacapoaxtla-87_wind-1,2768,AztecZacapoaxtla,87_wind,eheka-t,eheka-t,,,Miller1984,87_wind-1,false,,,
AztecZacapoaxtla-88_rain-1,2800,AztecZacapoaxtla,88_rain,kičwi-t,kičwi-t,,,Miller1984,88_rain-11,false,,,
AztecZacapoaxtla-88_rain-2,5353,AztecZacapoaxtla,88_rain,kičaa-t,kičaa-t,,,Miller1984,88_rain-11,false,,,
AztecZacapoaxtla-89_snow-1,2832,AztecZacapoaxtla,89_snow,sek-ti,sek-ti,,,Miller1984,89_snow-6,false,,,
AztecZacapoaxtla-90_stonerock-1,2864,AztecZacapoaxtla,90_stonerock,tet,tet,,,Miller1984,90_stonerock-1,false,,,
AztecZacapoaxtla-91_sand-1,2896,AztecZacapoaxtla,91_sand,šaa-l,šaa-l,,,Miller1984,91_sand-5,false,,,
AztecZacapoaxtla-92_earth-1,2928,AztecZacapoaxtla,92_earth,taa-l,taa-l,,,Miller1984,92_earth-5,false,,,
AztecZacapoaxtla-93_salt-1,2960,AztecZacapoaxtla,93_salt,ista-tl,ista-tl,,,Miller1984,93_salt-2,false,,,
AztecZacapoaxtla-94_cloud-1,2992,AztecZacapoaxtla,94_cloud,miš-ti,miš-ti,,,Miller1984,94_cloud-5,false,,,
AztecZacapoaxtla-95_smoke-1,3024,AztecZacapoaxtla,95_smoke,pook-ti,pook-ti,,,Miller1984,95_smoke-3,false,,,
AztecZacapoaxtla-96_fire-1,3056,AztecZacapoaxtla,96_fire,ti-t,ti-t,,,Miller1984,96_fire-4,false,,,
AztecZacapoaxtla-97_ash-1,3088,AztecZacapoaxtla,97_ash,kwonneš,kwonneš,,,Miller1984,97_ash-4,false,,,
AztecZacapoaxtla-98_burn-1,3120,AztecZacapoaxtla,98_burn,tooneewi,tooneewi,,,Miller1984,98_burn-14,false,,,
AztecZacapoaxtla-99_pathroad-1,3152,AztecZacapoaxtla,99_pathroad,oh-ti,oh-ti,,,Miller1984,99_pathroad-1,false,,,
AztecZacapoaxtla-100_mountain-1,3184,AztecZacapoaxtla,100_mountain,tepee-t,tepee-t,,,Miller1984,100_mountain-3,false,,,
AztecZacapoaxtla-101_red-1,3216,AztecZacapoaxtla,101_red,čiičiiltik,čiičiiltik,,,Miller1984,101_red-5,false,,,
AztecZacapoaxtla-102_green-1,3248,AztecZacapoaxtla,102_green,šošoktik,šošoktik,,,Miller1984,102_green-5,false,,,
AztecZacapoaxtla-103_yellow-1,3280,AztecZacapoaxtla,103_yellow,kostik,kostik,,,Miller1984,103_yellow-3,false,,,
AztecZacapoaxtla-104_white-1,3312,AztecZacapoaxtla,104_white,istaak,istaak,,,Miller1984,104_white-1,false,,,
AztecZacapoaxtla-105_black-1,3344,AztecZacapoaxtla,105_black,tiiltik,tiiltik,,,Miller1984,105_black-1,false,,,
AztecZacapoaxtla-106_night-1,3376,AztecZacapoaxtla,106_night,yowaal,yowaal,,,Miller1984,106_night-2,false,,,
AztecZacapoaxtla-107_name-1,3408,AztecZacapoaxtla,107_name,-tooka-y,-tooka-y,,,Miller1984,107_name-3,false,,,
AztecZacapoaxtla-108_year-1,3440,AztecZacapoaxtla,108_year,šiwi-t,šiwi-t,,,Miller1984,108_year-6,false,,,
AztecZacapoaxtla-110_three-1,6036,AztecZacapoaxtla,110_three,eeyi,eeyi,,,Campbell1978,110_three-1,false,,,
AztecZacapoaxtla-111_four-1,6011,AztecZacapoaxtla,111_four,naawi,naawi,,,Campbell1978,111_four-7,false,,,
AztecZacapoaxtla-112_five-1,6009,AztecZacapoaxtla,112_five,maakwil,maakwil,,,Campbell1978,112_five-4,false,,,
AztecZacapoaxtla-113_six-1,6033,AztecZacapoaxtla,113_six,čikwaseen,čikwaseen,,,Campbell1978,113_six-4,false,,,
AztecZacapoaxtla-113_six-2,6034,AztecZacapoaxtla,113_six,čikwasin,čikwasin,,,Campbell1978,113_six-4,false,,,
AztecZacapoaxtla-114_i-1,6018,AztecZacapoaxtla,114_i,neh,neh,,,Campbell1978,114_i-1,false,,,
AztecZacapoaxtla-117_what-1,4190,AztecZacapoaxtla,117_what,te,te,,,Miller1984,117_what-6,false,,,
AztecZacapoaxtla-118_who-1,6042,AztecZacapoaxtla,118_who,aakoni,aakoni,,,Campbell1978,118_who-1,false,,,
AztecZacapoaxtla-119_this-1,5536,AztecZacapoaxtla,119_this,nɑmel,nɑmel,,,Miller1984,,false,,,
AztecZacapoaxtla-119_this-2,4260,AztecZacapoaxtla,119_this,inɑ,inɑ,,,Miller1984,119_this-6,false,,,
AztecZacapoaxtla-120_that-1,4295,AztecZacapoaxtla,120_that,nɑ,nɑ,,,Miller1984,120_that-11,false,,,
AztecZacapoaxtla-121_all-1,5998,AztecZacapoaxtla,121_all,noči,noči,,,Campbell1978,121_all-11,false,,,
Pipil-1_nonot-1,32,Pipil,1_nonot,ma,ma,,,Miller1984,1_nonot-7,false,,,
Pipil-2_many-1,64,Pipil,2_many,muuči,muuči,,,Hale1964,2_many-8,false,,,
Pipil-2_many-2,5009,Pipil,2_many,muuči,muuči,,,Aranz1960,2_many-8,false,,,
Pipil-2_many-3,6029,Pipil,2_many,miyak,miyak,,,Campbell1978,2_many-7,false,,,
Pipil-3_one-1,96,Pipil,3_one,se,se,,,Miller1984,3_one-1,false,,,
Pipil-4_two-1,128,Pipil,4_two,ume,ume,,,Miller1984,4_two-1,false,,,
Pipil-5_big-1,160,Pipil,5_big,wey,wey,,,Miller1984,5_big-5,false,,,
Pipil-6_old-1,192,Pipil,6_old,čuleh,čuleh,,,Miller1984,6_old-19,false,,,
Pipil-7_small-1,224,Pipil,7_small,čihčin,čihčin,,,Aranz1960,7_small-2,false,,,
Pipil-8_short-1,256,Pipil,8_short,kutu,kutu,,,Miller1984,8_short-8,false,,,
Pipil-9_long-1,288,Pipil,9_long,weyak,weyak,,,Aranz1960,9_long-6,false,,,
Pipil-11_good-1,352,Pipil,11_good,yek,yek,,,Miller1984,11_good-18,false,,,
Pipil-11_good-2,5050,Pipil,11_good,ahwiyak,ahwiyak,,,Miller1984,11_good-18,false,,,
Pipil-13_heavy-1,416,Pipil,13_heavy,hetek,hetek,,,Miller1984,13_heavy-2,false,,,
Pipil-14_dry-1,448,Pipil,14_dry,waki,waki,,,Miller1984,14_dry-2,false,,,
Pipil-15_sharpblade-1,480,Pipil,15_sharpblade,teni,teni,,,Miller1984,15_sharpblade-3,false,,,". LC: form is wrong, should be -te:n 'mouth'"
Pipil-16_dirty-1,512,Pipil,16_dirty,cil,cil,,,Miller1984,16_dirty-19,false,,,
Pipil-17_full-1,544,Pipil,17_full,tentuk,tentuk,,,Miller1984,17_full-6,false,,,
Pipil-18_cold-1,576,Pipil,18_cold,sesek,sesek,,,Miller1984,18_cold-1,false,,,
Pipil-19_hot-1,608,Pipil,19_hot,tutunik,tutunik,,,Miller1984,19_hot-3,false,,,
Pipil-20_woman-1,640,Pipil,20_woman,siwa-t,siwa-t,,,Miller1984,20_woman-4,false,,,
Pipil-21_man-1,672,Pipil,21_man,taka-t,taka-t,,,Miller1984,21_man-4,false,,,
Pipil-22_person-1,704,Pipil,22_person,taga-t,taga-t,,,Aranz1960,22_person-2,false,,,"(='man, person')"
Pipil-23_fish-1,736,Pipil,23_fish,mičin,mičin,,,Miller1984,23_fish-6,false,,,
Pipil-24_bird-1,768,Pipil,24_bird,totoč,totoč,,,Miller1984,24_bird-7,false,,,
Pipil-25_dog-1,800,Pipil,25_dog,pelu,pelu,,,Miller1984,25_dog-8,false,,,
Pipil-26_louse-1,832,Pipil,26_louse,atin,atin,,,Miller1984,26_louse-2,false,,,
Pipil-26_louse-2,6024,Pipil,26_louse,atimet,atimet,,,Campbell1978,26_louse-2,false,,,
Pipil-27_snake-1,864,Pipil,27_snake,kwa-t,kwa-t,,,Aranz1960,27_snake-1,false,,,
Pipil-28_tree-1,3503,Pipil,28_tree,kwawi-t,kwawi-t,,,Miller1984,28_tree-6,false,,,
Pipil-29_bark-1,927,Pipil,29_bark,yuwayo,yuwayo,,,Miller1984,29_bark-6,false,,,
Pipil-29_bark-2,5104,Pipil,29_bark,iyewayu,iyewayu,,,Miller1984,29_bark-6,false,,,
Pipil-30_leaf-1,959,Pipil,30_leaf,iswa-t,iswa-t,,,Miller1984,30_leaf-3,false,,,
Pipil-31_root-1,991,Pipil,31_root,i-nengwaho,i-nengwaho,,,Miller1984,31_root-2,false,,,
Pipil-32_seed-1,1023,Pipil,32_seed,ayuhwač,ayuhwač,,,Miller1984,32_seed-4,false,,,= semmilla de calabaza
Pipil-32_seed-2,5109,Pipil,32_seed,ayu,ayu,,,Miller1984,32_seed-4,false,,,= calabaza
Pipil-33_blood-1,1055,Pipil,33_blood,eh-ti,eh-ti,,,Miller1984,33_blood-8,false,,,
Pipil-34_meat-1,1087,Pipil,34_meat,naka-t,naka-t,,,Miller1984,34_meat-5,false,,,
Pipil-35_skin-1,1119,Pipil,35_skin,kwetas-ti,kwetas-ti,,,Miller1984,35_skin-7,false,,,
Pipil-36_bone-1,1151,Pipil,36_bone,umi-t,umi-t,,,Miller1984,36_bone-1,false,,,
Pipil-37_greasefat-1,1183,Pipil,37_greasefat,šepo,šepo,,,Miller1984,,true,,,JHH: I think this is Spanish sebo
Pipil-38_egg-1,1215,Pipil,38_egg,tesis,tesis,,,Miller1984,38_egg-5,false,,,
Pipil-39_horn-1,1247,Pipil,39_horn,kwakwau,kwakwau,,,Miller1984,39_horn-2,false,,,
Pipil-39_horn-2,5125,Pipil,39_horn,kwakacho,kwakacho,,,Miller1984,39_horn-2,false,,,
Pipil-40_tail-1,1279,Pipil,40_tail,kwita-pi-l,kwita-pi-l,,,Miller1984,40_tail-2,false,,,
Pipil-41_feather-1,1311,Pipil,41_feather,i-uhmi-yu,i-uhmi-yu,,,Miller1984,41_feather-12,false,,,"LC: should be i-uhmi-yu (-uhmi  'feather', i- 'its', -yu 'inalienable possession'"
Pipil-42_hair-1,1343,Pipil,42_hair,iyuhmiu,iyuhmiu,,,Miller1984,42_hair-10,false,,,"(cp. #41 ""feather"")"
Pipil-42_hair-2,6013,Pipil,42_hair,ȼun,ȼun,,,Campbell1978,42_hair-7,false,,,
Pipil-43_head-1,1375,Pipil,43_head,cun-te-kun,cun-te-kun,,,Miller1984,43_head-7,false,,,Campbell: kwa- in compounds
Pipil-43_head-2,6017,Pipil,43_head,kwa(h)-,kwa-,,,Campbell1978,43_head-17,false,,,forehead
Pipil-44_ear-1,1407,Pipil,44_ear,nakas,nakas,,,Miller1984,44_ear-1,false,,,
Pipil-45_eye-1,1439,Pipil,45_eye,iš,iš,,,Miller1984,45_eye-1,false,,,
Pipil-46_nose-1,1471,Pipil,46_nose,yaka-,yaka-,,,Miller1984,46_nose-2,false,,,
Pipil-47_mouth-1,3522,Pipil,47_mouth,ten,ten,,,Miller1984,47_mouth-4,false,,,
Pipil-47_mouth-2,6028,Pipil,47_mouth,-teen,-teen,,,Campbell1978,47_mouth-4,false,,,
Pipil-48_tooth-1,1534,Pipil,48_tooth,-tan,-tan,,,Miller1984,48_tooth-1,false,,,
Pipil-49_tongue-1,1566,Pipil,49_tongue,nepi-l,nepi-l,,,Miller1984,49_tongue-2,false,,,
Pipil-50_clawnail-1,1598,Pipil,50_clawnail,isti-t,isti-t,,,Miller1984,50_clawnail-5,false,,,
Pipil-51_foot-1,1630,Pipil,51_foot,ikši,ikši,,,Miller1984,51_foot-8,false,,,
Pipil-52_knee-1,1662,Pipil,52_knee,tankwak,tankwak,,,Aranz1960,52_knee-3,false,,,
Pipil-53_hand-1,1694,Pipil,53_hand,may,may,,,Miller1984,53_hand-1,false,,,
Pipil-53_hand-2,5152,Pipil,53_hand,-mey,-mey,,,Aranz1960,53_hand-1,false,,,
Pipil-54_arm-1,1726,Pipil,54_arm,mahku-l,mahku-l,,,Miller1984,54_arm-2,false,,,
Pipil-54_arm-2,5156,Pipil,54_arm,mayi-,mayi-,,,Miller1984,,false,,,
Pipil-54_arm-3,5157,Pipil,54_arm,mah-,mah-,,,Miller1984,,false,,,
Pipil-55_rope-1,3473,Pipil,55_rope,meka-t,meka-t,,,Miller1984,55_rope-7,false,,,
Pipil-56_belly-1,1777,Pipil,56_belly,-ihti,-ihti,,,Miller1984,56_belly-7,false,,,
Pipil-57_navelbellybutton-1,1809,Pipil,57_navelbellybutton,-štut,-štut,,,Miller1984,57_navelbellybutton-2,false,,,
Pipil-57_navelbellybutton-2,5164,Pipil,57_navelbellybutton,išit,išit,,,Miller1984,57_navelbellybutton-2,false,,,
Pipil-57_navelbellybutton-3,5165,Pipil,57_navelbellybutton,-šik,-šik,,,Aranz1960,57_navelbellybutton-2,false,,,
Pipil-58_neck-1,1841,Pipil,58_neck,kesckcuyu,kesckcuyu,,,Aranz1960,58_neck-6,false,,,
Pipil-58_neck-2,5172,Pipil,58_neck,keckuyu,keckuyu,,,Aranz1960,58_neck-6,false,,,
Pipil-59_breast-1,1873,Pipil,59_breast,čičihwa-l,čičihwa-l,,,Miller1984,59_breast-2,false,,,
Pipil-60_heart-1,1905,Pipil,60_heart,yul,yul,,,Miller1984,60_heart-4,false,,,
Pipil-60_heart-2,5176,Pipil,60_heart,yulo,yulo,,,Miller1984,60_heart-4,false,,,
Pipil-61_liver-1,1937,Pipil,61_liver,eltapač,eltapač,,,Miller1984,61_liver-3,false,,,
Pipil-62_drink-1,1969,Pipil,62_drink,kit,kit,,,Miller1984,62_drink-5,false,,,
Pipil-63_eat-1,2001,Pipil,63_eat,kwa,kwa,,,Miller1984,63_eat-2,false,,,
Pipil-64_bite-1,2033,Pipil,64_bite,tankwa,tankwa,,,Miller1984,64_bite-2,false,,,
Pipil-65_vomit-1,2065,Pipil,65_vomit,mcuta,mcuta,,,Miller1984,65_vomit-4,false,,,(mu-cuta?)
Pipil-66_see-1,2097,Pipil,66_see,ita,ita,,,Miller1984,66_see-2,false,,,LC: ditto.
Pipil-67_hear-1,2129,Pipil,67_hear,gak(i),gak,,,Miller1984,67_hear-3,false,,,
Pipil-68_know-1,2161,Pipil,68_know,mati,mati,,,Miller1984,68_know-3,false,,,
Pipil-69_sleep-1,2193,Pipil,69_sleep,kuči,kuči,,,Miller1984,69_sleep-3,false,,,
Pipil-70_die-1,2225,Pipil,70_die,miki,miki,,,Miller1984,70_die-2,false,,,
Pipil-71_kill-1,2257,Pipil,71_kill,miktia,miktia,,,Miller1984,71_kill-3,false,,,
Pipil-72_fly-1,2289,Pipil,72_fly,patani,patani,,,Miller1984,72_fly-5,false,,,
Pipil-73_walk-1,2321,Pipil,73_walk,nehnemi,nehnemi,,,Miller1984,73_walk-1,false,,,
Pipil-74_come-1,2353,Pipil,74_come,wic,wic,,,Miller1984,74_come-18,false,,,
Pipil-74_come-2,6002,Pipil,74_come,waalaah-,waalaah-,,,Campbell1978,74_come-19,false,,,
Pipil-74_come-3,6005,Pipil,74_come,wiiȼ,wiiȼ,,,Campbell1978,74_come-18,false,,,
Pipil-75_lie-1,2385,Pipil,75_lie,teka,teka,,,Miller1984,75_lie-4,false,,,
Pipil-75_lie-2,6022,Pipil,75_lie,teeka,teeka,,,Campbell1978,75_lie-4,false,,,
Pipil-76_sitsitdown-1,2417,Pipil,76_sitsitdown,talia,talia,,,Miller1984,76_sitsitdown-4,false,,,
Pipil-77_standup-1,2449,Pipil,77_standup,ihkatuk,ihkatuk,,,Miller1984,77_standup-3,false,,,(-ketca = parar[se])
Pipil-78_throw-1,2481,Pipil,78_throw,wetctuk,wetctuk,,,Miller1984,78_throw-9,false,,,= echado
Pipil-78_throw-2,6041,Pipil,78_throw,-muuta,-muuta,,,Campbell1978,78_throw-20,false,,,
Pipil-79_give-1,2513,Pipil,79_give,ma,ma,,,Miller1984,,false,,,
Pipil-79_give-2,5308,Pipil,79_give,maka,maka,,,Miller1984,79_give-3,false,,,
Pipil-80_say-1,2545,Pipil,80_say,inas,inas,,,Miller1984,80_say-18,false,,,JHH: Not (1)
Pipil-81_sing-1,2577,Pipil,81_sing,takwika,takwika,,,Miller1984,81_sing-6,false,,,
Pipil-82_sun-1,2609,Pipil,82_sun,tuna-l,tuna-l,,,Miller1984,82_sun-2,false,,,
Pipil-83_moon-1,2641,Pipil,83_moon,mec-ti,mec-ti,,,Miller1984,83_moon-1,false,,,
