ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Annotation
Cupeno-20_woman-1,621,Cupeno,20_woman,nawíka-t,nawíka-t,,,Miller1984,20_woman-11,false,,,
Cupeno-21_man-1,653,Cupeno,21_man,naxáni-š,naxáni-š,,,Miller1984,21_man-3,false,,,
Cupeno-22_person-1,685,Cupeno,22_person,atáxʔa,atáxʔa,,,Miller1984,22_person-2,false,,,
Cupeno-23_fish-1,717,Cupeno,23_fish,qɨyú-l,qɨyú-l,,,Miller1984,23_fish-2,false,,,
Cupeno-24_bird-1,749,Cupeno,24_bird,mukíkmal,mukíkmal,,,Miller1984,24_bird-9,false,,,
Cupeno-25_dog-1,781,Cupeno,25_dog,awá-l,awá-l,,,Miller1984,25_dog-4,false,,,
Cupeno-26_louse-1,813,Cupeno,26_louse,álaʔa-t,álaʔa-t,,,Miller1984,26_louse-2,false,,,
Cupeno-27_snake-1,845,Cupeno,27_snake,sɨwɨ-t,sɨwɨ-t,,,Miller1984,27_snake-3,false,,,=rattlesnake
Cupeno-28_tree-1,877,Cupeno,28_tree,kɨláwa-t,kɨláwa-t,,,Miller1984,28_tree-4,false,,,(also =stick)
Cupeno-29_bark-1,908,Cupeno,29_bark,čala-l,čala-l,,,Miller1984,29_bark-9,false,,,"JHH: Probably a metathesis of (4) forms, or vice versa.  I would put them together."
Cupeno-30_leaf-1,940,Cupeno,30_leaf,-pí̵clʔa,-pí̵clʔa,,,Miller1984,30_leaf-2,false,,,
Cupeno-31_root-1,972,Cupeno,31_root,-wala,-wala,,,Miller1984,31_root-5,false,,,
Cupeno-32_seed-1,1004,Cupeno,32_seed,-puš,-puš,,,Miller1984,32_seed-1,false,,,see 'eye'
Cupeno-33_blood-1,1036,Cupeno,33_blood,-í̵w,-í̵w,,,Miller1984,33_blood-3,false,,,
Cupeno-34_meat-1,1068,Cupeno,34_meat,wáʔi-š,wáʔi-š,,,Miller1984,34_meat-2,false,,,
Cupeno-35_skin-1,1100,Cupeno,35_skin,-túkʔa,-túkʔa,,,Miller1984,35_skin-10,false,,,
Cupeno-36_bone-1,1132,Cupeno,36_bone,tíʔi-l,tíʔi-l,,,Miller1984,36_bone-3,false,,,
Cupeno-37_greasefat-1,1164,Cupeno,37_greasefat,wí-ly,wí-ly,,,Miller1984,37_greasefat-2,false,,,
Cupeno-38_egg-1,1196,Cupeno,38_egg,páñiʔa-t,páñiʔa-t,,,Miller1984,38_egg-2,false,,,
Cupeno-39_horn-1,1228,Cupeno,39_horn,-áwʔa,-áwʔa,,,Miller1984,39_horn-1,false,,,
Cupeno-40_tail-1,1260,Cupeno,40_tail,-qwaš,-qwaš,,,Miller1984,40_tail-1,false,,,
Cupeno-41_feather-1,1292,Cupeno,41_feather,wíki-ly,wíki-ly,,,Miller1984,41_feather-6,false,,,
Cupeno-42_hair-1,1324,Cupeno,42_hair,-yu,-yu,,,Miller1984,42_hair-4,false,,,"=""head/hair"""
Cupeno-42_hair-2,5130,Cupeno,42_hair,yú-l,yú-l,,,Miller1984,42_hair-4,false,,,"=""head/hair"""
Cupeno-43_head-1,1356,Cupeno,43_head,-yu,-yu,,,Miller1984,43_head-4,false,,,(=#42)
Cupeno-44_ear-1,1388,Cupeno,44_ear,náqʔa,náqʔa,,,Miller1984,44_ear-1,false,,,
Cupeno-45_eye-1,1420,Cupeno,45_eye,-puš,-puš,,,Miller1984,45_eye-1,false,,,
Cupeno-46_nose-1,1452,Cupeno,46_nose,-mu,-mu,,,Miller1984,46_nose-1,false,,,
Cupeno-47_mouth-1,1484,Cupeno,47_mouth,-tamʔa,-tamʔa,,,Miller1984,47_mouth-3,false,,,"(=mouth/tooth, #48)"
Cupeno-48_tooth-1,1515,Cupeno,48_tooth,-tamʔa,-tamʔa,,,Miller1984,48_tooth-1,false,,,
Cupeno-49_tongue-1,1547,Cupeno,49_tongue,-ní̵ŋʔa,-ní̵ŋʔa,,,Miller1984,49_tongue-2,false,,,
Cupeno-50_clawnail-1,1579,Cupeno,50_clawnail,-ṣulʔa,-ṣulʔa,,,Miller1984,50_clawnail-5,false,,,JHH Vowels don't go with Numic
Cupeno-51_foot-1,1611,Cupeno,51_foot,-xúči,-xúči,,,Miller1984,51_foot-9,false,,,
Cupeno-52_knee-1,1643,Cupeno,52_knee,-támi,-támi,,,Miller1984,52_knee-10,false,,,JHH:  knee-head (cognate w/ Serrano where is more obvious)
Cupeno-53_hand-1,1675,Cupeno,53_hand,-ma,-ma,,,Miller1984,53_hand-1,false,,,
Cupeno-55_rope-1,3454,Cupeno,55_rope,wíčuʔɨ-t,wíčuʔɨ-t,,,Miller1984,55_rope-3,false,,,
Cupeno-56_belly-1,1758,Cupeno,56_belly,-ṣáʔi,-ṣáʔi,,,Miller1984,56_belly-3,false,,,Only first syllable match JHH
Cupeno-57_navelbellybutton-1,1790,Cupeno,57_navelbellybutton,-mɨx,-mɨx,,,Miller1984,57_navelbellybutton-7,false,,,
Cupeno-58_neck-1,1822,Cupeno,58_neck,-qilyʔa,-qilyʔa,,,Miller1984,58_neck-5,false,,,
Cupeno-59_breast-1,1854,Cupeno,59_breast,-pi,-pi,,,Miller1984,59_breast-1,false,,,
Cupeno-60_heart-1,1886,Cupeno,60_heart,-ṣúun,-ṣúun,,,Miller1984,60_heart-2,false,,,
Cupeno-61_liver-1,1918,Cupeno,61_liver,-ní̵ma,-ní̵ma,,,Miller1984,61_liver-1,false,,,
Cupeno-62_drink-1,1950,Cupeno,62_drink,pa7,pa7,,,Miller1984,62_drink-3,false,,,
Cupeno-63_eat-1,1982,Cupeno,63_eat,kwa,kwa,,,Miller1984,63_eat-2,false,,,
Cupeno-64_bite-1,2014,Cupeno,64_bite,qí̵ʔɨ,qí̵ʔɨ,,,Miller1984,64_bite-1,false,,,
Cupeno-65_vomit-1,2046,Cupeno,65_vomit,ŋína,ŋína,,,Miller1984,65_vomit-8,false,,,
Cupeno-66_see-1,2078,Cupeno,66_see,tɨwa,tɨwa,,,Miller1984,66_see-2,false,,,
Cupeno-67_hear-1,2110,Cupeno,67_hear,náqma,náqma,,,Miller1984,67_hear-1,false,,,
Cupeno-68_know-1,2142,Cupeno,68_know,híwču,híwču,,,Miller1984,68_know-7,false,,,
Cupeno-69_sleep-1,2174,Cupeno,69_sleep,kúpɨ,kúpɨ,,,Miller1984,69_sleep-2,false,,,
Cupeno-70_die-1,2206,Cupeno,70_die,qáawɨ,qáawɨ,,,Miller1984,70_die-4,false,,,
Cupeno-71_kill-1,2238,Cupeno,71_kill,mɨq,mɨq,,,Miller1984,71_kill-3,false,,,
Cupeno-72_fly-1,2270,Cupeno,72_fly,yálɨ,yálɨ,,,Miller1984,72_fly-2,false,,,JHH: NOT (1). MIGHT go with (7)??. Form is really just yal.
Cupeno-73_walk-1,2302,Cupeno,73_walk,ní̵nɨwi,ní̵nɨwi,,,Miller1984,73_walk-1,false,,,
Cupeno-74_come-1,2334,Cupeno,74_come,ní̵qɨ,ní̵qɨ,,,Miller1984,74_come-3,false,,,
Cupeno-75_lie-1,2366,Cupeno,75_lie,kwívɨ,kwívɨ,,,Miller1984,75_lie-5,false,,,
Cupeno-76_sitsitdown-1,2398,Cupeno,76_sitsitdown,náčɨ,náčɨ,,,Miller1984,76_sitsitdown-7,false,,,
Cupeno-77_standup-1,2430,Cupeno,77_standup,híwɨnɨ,híwɨnɨ,,,Miller1984,77_standup-1,false,,,
Cupeno-78_throw-1,2462,Cupeno,78_throw,wíčaxɨ,wíčaxɨ,,,Miller1984,78_throw-9,false,,,
Cupeno-79_give-1,2494,Cupeno,79_give,maxa,maxa,,,Miller1984,79_give-3,false,,,
Cupeno-80_say-1,2526,Cupeno,80_say,yaxɨ,yaxɨ,,,Miller1984,80_say-4,false,,,JHH: Not 2
Cupeno-81_sing-1,2558,Cupeno,81_sing,háwɨ,háwɨ,,,Miller1984,81_sing-9,false,,,
Cupeno-82_sun-1,2590,Cupeno,82_sun,támi-t,támi-t,,,Miller1984,82_sun-4,false,,,
Cupeno-83_moon-1,2622,Cupeno,83_moon,mí̵ni-ly,mí̵ni-ly,,,Miller1984,83_moon-1,false,,,JHH: See above
Cupeno-84_star-1,2654,Cupeno,84_star,súʔu-l,súʔu-l,,,Miller1984,84_star-3,false,,,
Cupeno-85_sky-1,2686,Cupeno,85_sky,túkvaʔa-š,túkvaʔa-š,,,Miller1984,85_sky-1,false,,,
Cupeno-86_water-1,2718,Cupeno,86_water,pá-l,pá-l,,,Miller1984,86_water-1,false,,,
Cupeno-86_water-2,5336,Cupeno,86_water,-páw,-páw,,,Miller1984,86_water-1,false,,,
Cupeno-87_wind-1,2750,Cupeno,87_wind,sɨví̵-l,sɨví̵-l,,,Miller1984,87_wind-3,false,,,
Cupeno-88_rain-1,2782,Cupeno,88_rain,wí̵wí̵,wí̵wí̵,,,Miller1984,88_rain-2,false,,,
Cupeno-89_snow-1,2814,Cupeno,89_snow,ayuyʔa,ayuyʔa,,,Miller1984,89_snow-3,false,,,"(from yuyɨ, verb)"
Cupeno-90_stonerock-1,2846,Cupeno,90_stonerock,káwi-š,káwi-š,,,Miller1984,90_stonerock-2,false,,,
Cupeno-91_sand-1,2878,Cupeno,91_sand,háxa-l,háxa-l,,,Miller1984,91_sand-3,false,,,JHH: Not really cognate with (4). Maybe a clade-internal loan??
Cupeno-92_earth-1,2910,Cupeno,92_earth,tɨmá-l,tɨmá-l,,,Miller1984,92_earth-1,false,,,
Cupeno-93_salt-1,2942,Cupeno,93_salt,yɨwá-l,yɨwá-l,,,Miller1984,93_salt-6,false,,,JHH: Probably not cognate in (1). If cognate would be 7ing(a).
Cupeno-94_cloud-1,2974,Cupeno,94_cloud,temin,temin,,,Miller1984,94_cloud-17,false,,,'be cloudy'
Cupeno-95_smoke-1,3006,Cupeno,95_smoke,míʔa-t,míʔa-t,,,Miller1984,95_smoke-2,false,,,
Cupeno-96_fire-1,3038,Cupeno,96_fire,kú-t,kú-t,,,Miller1984,96_fire-2,false,,,
Cupeno-97_ash-1,3070,Cupeno,97_ash,wɨṣkí-š,wɨṣkí-š,,,Miller1984,97_ash-9,false,,,
Cupeno-98_burn-1,3102,Cupeno,98_burn,kíʔni,kíʔni,,,Miller1984,98_burn-3,false,,,
Cupeno-99_pathroad-1,3134,Cupeno,99_pathroad,pí-t,pí-t,,,Miller1984,99_pathroad-1,false,,,
Cupeno-100_mountain-1,3166,Cupeno,100_mountain,pɨʔáwʔa,pɨʔáwʔa,,,Miller1984,100_mountain-5,false,,,
Cupeno-101_red-1,3198,Cupeno,101_red,kwáti,kwáti,,,Miller1984,,true,,,JHH: Yuman loan
Cupeno-102_green-1,3230,Cupeno,102_green,xwávi,xwávi,,,Miller1984,102_green-9,false,,,
Cupeno-103_yellow-1,3262,Cupeno,103_yellow,kɨnɨkí̵nɨʔɨ-š,kɨnɨkí̵nɨʔɨ-š,,,Miller1984,103_yellow-7,false,,,
Cupeno-104_white-1,3294,Cupeno,104_white,xwáyɨ,xwáyɨ,,,Miller1984,104_white-2,false,,,
Cupeno-105_black-1,3326,Cupeno,105_black,túla,túla,,,Miller1984,105_black-1,false,,,
Cupeno-106_night-1,3358,Cupeno,106_night,túkmut,túkmut,,,Miller1984,106_night-1,false,,,
Cupeno-107_name-1,3390,Cupeno,107_name,-tíwʔa,-tíwʔa,,,Miller1984,107_name-2,false,,,
Cupeno-108_year-1,3422,Cupeno,108_year,táwpa,táwpa,,,Miller1984,108_year-2,false,,,
Cupeno-110_three-1,3702,Cupeno,110_three,páh,páh,,,Miller1984,110_three-1,false,,,
Cupeno-111_four-1,3737,Cupeno,111_four,wíčiw,wíčiw,,,Miller1984,111_four-1,false,,,
Cupeno-112_five-1,3771,Cupeno,112_five,nemakwa,nemakwa,,,Miller1984,112_five-2,false,,,
Cupeno-112_five-2,5465,Cupeno,112_five,nang,nang,,,Miller1984,,false,,,
Cupeno-113_six-1,3805,Cupeno,113_six,nemakwánaŋax suplewet,nemakwánaŋax suplewet,,,Miller1984,113_six-2,false,,,
Cupeno-114_i-1,4077,Cupeno,114_i,nəʔ,nəʔ,,,Miller1984,114_i-1,false,,,
Cupeno-115_yousing-1,4112,Cupeno,115_yousing,əʔ,əʔ,,,Miller1984,115_yousing-2,false,,,
Cupeno-116_we-1,4147,Cupeno,116_we,tˢəm,tˢəm,,,Miller1984,116_we-1,false,,,
Cupeno-117_what-1,4182,Cupeno,117_what,hiʃ,hiʃ,,,Miller1984,117_what-4,false,,,
Cupeno-118_who-1,4217,Cupeno,118_who,hɑx,hɑx,,,Miller1984,118_who-1,false,,,
Cupeno-119_this-1,4252,Cupeno,119_this,i̱ʔi,i̱ʔi,,,Miller1984,119_this-1,false,,,
Cupeno-120_that-1,5561,Cupeno,120_that,əβət,əβət,,,Miller1984,120_that-5,false,,,
Cupeno-120_that-2,5562,Cupeno,120_that,ɑxwə̱ʃ,ɑxwə̱ʃ,,,Miller1984,,false,,,
Cupeno-120_that-3,4287,Cupeno,120_that,ət,ət,,,Miller1984,120_that-5,false,,,
Cupeno-121_all-1,4322,Cupeno,121_all,pətɑ̱ʔɑmɑ,pətɑ̱ʔɑmɑ,,,Miller1984,121_all-5,false,,,
Cupeno-122_swim-1,4357,Cupeno,122_swim,wɑj-,wɑj-,,,Miller1984,122_swim-5,false,,,
Luiseno-1_nonot-1,14,Luiseno,1_nonot,qay,qay,,,Miller1984,1_nonot-1,false,,,
Luiseno-2_many-1,46,Luiseno,2_many,hihée,hihée,,,Miller1984,2_many-9,false,,,
Luiseno-3_one-1,78,Luiseno,3_one,supúl,supúl,,,Miller1984,3_one-1,false,,,
Luiseno-4_two-1,110,Luiseno,4_two,wéh,wéh,,,Miller1984,4_two-1,false,,,
Luiseno-5_big-1,142,Luiseno,5_big,yó-t,yó-t,,,Miller1984,5_big-4,false,,,
Luiseno-6_old-1,174,Luiseno,6_old,ámqi,ámqi,,,Miller1984,6_old-13,false,,,
Luiseno-7_small-1,206,Luiseno,7_small,alúʔ-ma-l,alúʔ-ma-l,,,Miller1984,7_small-9,false,,,
Luiseno-8_short-1,238,Luiseno,8_short,kapá-kpa-ma-l,kapá-kpa-ma-l,,,Miller1984,8_short-7,false,,,
Luiseno-9_long-1,270,Luiseno,9_long,tavú-lvu-š,tavú-lvu-š,,,Miller1984,9_long-8,false,,,
Luiseno-10_new-1,302,Luiseno,10_new,íipi-t,íipi-t,,,Miller1984,10_new-9,false,,,
Luiseno-11_good-1,334,Luiseno,11_good,lóovi-,lóovi-,,,Miller1984,11_good-9,false,,,=to be good
Luiseno-12_round-1,366,Luiseno,12_round,péeva-,péeva-,,,Miller1984,12_round-20,false,,,JHH: Not (2).  From *po like Ute.
Luiseno-13_heavy-1,398,Luiseno,13_heavy,wímái-,wímái-,,,Miller1984,13_heavy-3,false,,,=to be heavy
Luiseno-14_dry-1,430,Luiseno,14_dry,a-wáx-ve,a-wáx-ve,,,Miller1984,14_dry-2,false,,,(from verb wáxa-)
Luiseno-15_sharpblade-1,462,Luiseno,15_sharpblade,ṣówái-,ṣówái-,,,Miller1984,15_sharpblade-7,false,,,=to be sharp
Luiseno-16_dirty-1,494,Luiseno,16_dirty,kwiláli,kwiláli,,,Miller1984,16_dirty-9,false,,,"to make dirty ; JHH probably from 'feces"""
Luiseno-17_full-1,526,Luiseno,17_full,múuyái-,múuyái-,,,Miller1984,17_full-14,false,,,=to be full
Luiseno-18_cold-1,558,Luiseno,18_cold,pitú-ptu-š,pitú-ptu-š,,,Miller1984,18_cold-5,false,,,
Luiseno-19_hot-1,590,Luiseno,19_hot,ṣáqi-,ṣáqi-,,,Miller1984,19_hot-7,false,,,=to be hot
Luiseno-20_woman-1,622,Luiseno,20_woman,ṣuŋáa-l,ṣuŋáa-l,,,Miller1984,20_woman-4,false,,,
Luiseno-21_man-1,654,Luiseno,21_man,yaʔá-š,yaʔá-š,,,Miller1984,21_man-9,false,,,
Luiseno-22_person-1,686,Luiseno,22_person,a-táax,a-táax,,,Miller1984,22_person-2,false,,,
Luiseno-23_fish-1,718,Luiseno,23_fish,anáa-ma-l,anáa-ma-l,,,Miller1984,23_fish-7,false,,,
Luiseno-24_bird-1,750,Luiseno,24_bird,ihéŋ-ma-l,ihéŋ-ma-l,,,Miller1984,24_bird-10,false,,,
Luiseno-25_dog-1,782,Luiseno,25_dog,awáa-l,awáa-l,,,Miller1984,25_dog-4,false,,,
Luiseno-26_louse-1,814,Luiseno,26_louse,uláa-t,uláa-t,,,Miller1984,26_louse-2,false,,,
Luiseno-27_snake-1,846,Luiseno,27_snake,píɨqwa-la,píɨqwa-la,,,Miller1984,27_snake-8,false,,,
Luiseno-28_tree-1,878,Luiseno,28_tree,kulá-wu-t,kulá-wu-t,,,Miller1984,28_tree-4,false,,,
Luiseno-29_bark-1,909,Luiseno,29_bark,-táači,-táači,,,Miller1984,29_bark-4,false,,,
Luiseno-30_leaf-1,941,Luiseno,30_leaf,pávla-š,pávla-š,,,Miller1984,30_leaf-2,false,,,
Luiseno-31_root-1,973,Luiseno,31_root,kwíinamu-š,kwíinamu-š,,,Miller1984,31_root-3,false,,,
Luiseno-32_seed-1,1005,Luiseno,32_seed,púš-la,púš-la,,,Miller1984,32_seed-1,false,,,see 'eye'
Luiseno-33_blood-1,1037,Luiseno,33_blood,ów-la,ów-la,,,Miller1984,33_blood-3,false,,,
Luiseno-34_meat-1,1069,Luiseno,34_meat,wáaʔi-š,wáaʔi-š,,,Miller1984,34_meat-2,false,,,
Luiseno-35_skin-1,1101,Luiseno,35_skin,táava-š,táava-š,,,Miller1984,35_skin-11,false,,,(=#29)
Luiseno-36_bone-1,1133,Luiseno,36_bone,kuláawu-t,kuláawu-t,,,Miller1984,36_bone-4,false,,,
Luiseno-37_greasefat-1,1165,Luiseno,37_greasefat,-wíʔ,-wíʔ,,,Miller1984,37_greasefat-2,false,,,
Luiseno-38_egg-1,1197,Luiseno,38_egg,páani-l,páani-l,,,Miller1984,38_egg-2,false,,,
Luiseno-39_horn-1,1229,Luiseno,39_horn,-ʔáaw,-ʔáaw,,,Miller1984,39_horn-1,false,,,
Luiseno-40_tail-1,1261,Luiseno,40_tail,-píqwsiv,-píqwsiv,,,Miller1984,40_tail-1,false,,,
Luiseno-41_feather-1,1293,Luiseno,41_feather,hum$át,hum$át,,,Miller1984,41_feather-5,false,,,
Luiseno-42_hair-1,1325,Luiseno,42_hair,yúu-la,yúu-la,,,Miller1984,42_hair-4,false,,,"=""head/hair"""
Luiseno-43_head-1,1357,Luiseno,43_head,yúu-la,yúu-la,,,Miller1984,43_head-4,false,,,(=#42)
Luiseno-44_ear-1,1389,Luiseno,44_ear,náq-la,náq-la,,,Miller1984,44_ear-1,false,,,
Luiseno-45_eye-1,1421,Luiseno,45_eye,púš-la,púš-la,,,Miller1984,45_eye-1,false,,,
Luiseno-46_nose-1,1453,Luiseno,46_nose,múuvi-l,múuvi-l,,,Miller1984,46_nose-1,false,,,
Luiseno-47_mouth-1,1485,Luiseno,47_mouth,tamá-t,tamá-t,,,Miller1984,47_mouth-3,false,,,"(=mouth/tooth, #48)"
Luiseno-48_tooth-1,1516,Luiseno,48_tooth,tamá-t,tamá-t,,,Miller1984,48_tooth-1,false,,,
Luiseno-49_tongue-1,1548,Luiseno,49_tongue,-wéeyi,-wéeyi,,,Miller1984,49_tongue-3,false,,,
Luiseno-50_clawnail-1,1580,Luiseno,50_clawnail,ṣulá-t,ṣulá-t,,,Miller1984,50_clawnail-5,false,,,
Luiseno-51_foot-1,1612,Luiseno,51_foot,é-t,é-t,,,Miller1984,51_foot-3,false,,,
Luiseno-52_knee-1,1644,Luiseno,52_knee,-qáx-may,-qáx-may,,,Miller1984,52_knee-5,false,,,
Luiseno-53_hand-1,1676,Luiseno,53_hand,má-t,má-t,,,Miller1984,53_hand-1,false,,,
Luiseno-54_arm-1,1708,Luiseno,54_arm,má-t,má-t,,,Miller1984,54_arm-2,false,,,(=#53)
Luiseno-55_rope-1,3455,Luiseno,55_rope,wíi-ča-t,wíi-ča-t,,,Miller1984,55_rope-3,false,,,
Luiseno-56_belly-1,1759,Luiseno,56_belly,téeʔ-la,téeʔ-la,,,Miller1984,56_belly-8,true,,,Probably < Yokutsan to7t; S2145
Luiseno-57_navelbellybutton-1,1791,Luiseno,57_navelbellybutton,-tɨidi,-tɨidi,,,Miller1984,57_navelbellybutton-8,false,,,
Luiseno-58_neck-1,1823,Luiseno,58_neck,qelá-t,qelá-t,,,Miller1984,58_neck-6,false,,,
Luiseno-59_breast-1,1855,Luiseno,59_breast,pí-t,pí-t,,,Miller1984,59_breast-1,false,,,
Luiseno-60_heart-1,1887,Luiseno,60_heart,ṣún-la,ṣún-la,,,Miller1984,60_heart-2,false,,,
Luiseno-61_liver-1,1919,Luiseno,61_liver,-nóoma,-nóoma,,,Miller1984,61_liver-1,false,,,
Luiseno-62_drink-1,1951,Luiseno,62_drink,páaʔi-,páaʔi-,,,Miller1984,62_drink-3,false,,,
Luiseno-63_eat-1,1983,Luiseno,63_eat,náačuxun-,náačuxun-,,,Miller1984,63_eat-4,false,,,
Luiseno-64_bite-1,2015,Luiseno,64_bite,kóʔi-,kóʔi-,,,Miller1984,64_bite-1,false,,,
Luiseno-65_vomit-1,2047,Luiseno,65_vomit,múyái,múyái,,,Miller1984,65_vomit-9,false,,,
Luiseno-66_see-1,2079,Luiseno,66_see,tíiwi-,tíiwi-,,,Miller1984,66_see-2,false,,,
Luiseno-66_see-2,5211,Luiseno,66_see,tów-,tów-,,,Miller1984,,false,,,
Luiseno-67_hear-1,2111,Luiseno,67_hear,náqma-,náqma-,,,Miller1984,67_hear-1,false,,,
Luiseno-68_know-1,2143,Luiseno,68_know,óʔna-,óʔna-,,,Miller1984,68_know-4,false,,,
Luiseno-68_know-2,5226,Luiseno,68_know,uná-ni,uná-ni,,,Miller1984,68_know-4,false,,,
Luiseno-69_sleep-1,2175,Luiseno,69_sleep,kúp-,kúp-,,,Miller1984,69_sleep-2,false,,,
Luiseno-70_die-1,2207,Luiseno,70_die,mokan,mokan,,,Miller1984,70_die-2,false,,,
Luiseno-71_kill-1,2239,Luiseno,71_kill,móknu-,móknu-,,,Miller1984,71_kill-3,false,,,
Luiseno-72_fly-1,2271,Luiseno,72_fly,wíila-,wíila-,,,Miller1984,72_fly-10,false,,,
Luiseno-73_walk-1,2303,Luiseno,73_walk,wukála-,wukála-,,,Miller1984,73_walk-8,false,,,
Luiseno-74_come-1,2335,Luiseno,74_come,haqwáači-,haqwáači-,,,Miller1984,74_come-6,false,,,
Luiseno-75_lie-1,2367,Luiseno,75_lie,wíwa-,wíwa-,,,Miller1984,75_lie-6,false,,,
Luiseno-76_sitsitdown-1,2399,Luiseno,76_sitsitdown,táwa-,táwa-,,,Miller1984,76_sitsitdown-8,false,,,
Luiseno-77_standup-1,2431,Luiseno,77_standup,wíita-,wíita-,,,Miller1984,77_standup-5,false,,,
Luiseno-78_throw-1,2463,Luiseno,78_throw,máti-,máti-,,,Miller1984,78_throw-10,false,,,
Luiseno-79_give-1,2495,Luiseno,79_give,óvi-,óvi-,,,Miller1984,79_give-4,false,,,
Luiseno-80_say-1,2527,Luiseno,80_say,híhiya-,híhiya-,,,Miller1984,80_say-4,false,,,"JHH: hi-ya ""certain.way-say"""
Luiseno-81_sing-1,2559,Luiseno,81_sing,héela-,héela-,,,Miller1984,81_sing-10,false,,,
Luiseno-82_sun-1,2591,Luiseno,82_sun,timé-t,timé-t,,,Miller1984,82_sun-4,false,,,
Luiseno-83_moon-1,2623,Luiseno,83_moon,móy-la,móy-la,,,Miller1984,83_moon-1,false,,,
Luiseno-84_star-1,2655,Luiseno,84_star,ṣúʔ-la,ṣúʔ-la,,,Miller1984,84_star-3,false,,,
Luiseno-85_sky-1,2687,Luiseno,85_sky,túupa-š,túupa-š,,,Miller1984,85_sky-1,false,,,
Luiseno-86_water-1,2719,Luiseno,86_water,páa-la,páa-la,,,Miller1984,86_water-1,false,,,
Luiseno-86_water-2,5337,Luiseno,86_water,-páaw,-páaw,,,Miller1984,86_water-1,false,,,=poss. form
Luiseno-87_wind-1,2751,Luiseno,87_wind,húŋ-la,húŋ-la,,,Miller1984,87_wind-5,false,,,
Luiseno-88_rain-1,2783,Luiseno,88_rain,a-xíla-x,a-xíla-x,,,Miller1984,88_rain-7,false,,,
Luiseno-89_snow-1,2815,Luiseno,89_snow,yúuyi-t,yúuyi-t,,,Miller1984,89_snow-3,false,,,
Luiseno-90_stonerock-1,2847,Luiseno,90_stonerock,tóo-ta,tóo-ta,,,Miller1984,90_stonerock-1,false,,,
Luiseno-91_sand-1,2879,Luiseno,91_sand,éxva-l,éxva-l,,,Miller1984,91_sand-4,false,,,(cp. #91 earth)
Luiseno-92_earth-1,2911,Luiseno,92_earth,éx-la,éx-la,,,Miller1984,92_earth-3,false,,,
Luiseno-93_salt-1,2943,Luiseno,93_salt,éŋ-la,éŋ-la,,,Miller1984,93_salt-1,false,,,
Luiseno-94_cloud-1,2975,Luiseno,94_cloud,tuv-íi-š,tuv-íi-š,,,Miller1984,94_cloud-4,false,,,
Luiseno-95_smoke-1,3007,Luiseno,95_smoke,kúumi-t,kúumi-t,,,Miller1984,95_smoke-5,false,,,"JHH:5 (it's (1)+(2), actually"
Luiseno-96_fire-1,3039,Luiseno,96_fire,kú-t,kú-t,,,Miller1984,96_fire-2,false,,,
Luiseno-97_ash-1,3071,Luiseno,97_ash,téeliŋi-š,téeliŋi-š,,,Miller1984,97_ash-3,false,,,
Luiseno-98_burn-1,3103,Luiseno,98_burn,čúyái-,čúyái-,,,Miller1984,,false,,,
Luiseno-98_burn-2,5388,Luiseno,98_burn,naʔ-,naʔ-,,,Miller1984,98_burn-1,false,,,
Luiseno-99_pathroad-1,3135,Luiseno,99_pathroad,pé-t,pé-t,,,Miller1984,99_pathroad-1,false,,,
Luiseno-100_mountain-1,3167,Luiseno,100_mountain,qawíi-ča,qawíi-ča,,,Miller1984,100_mountain-2,false,,,
Luiseno-101_red-1,3199,Luiseno,101_red,qwayá-qwya-š,qwayá-qwya-š,,,Miller1984,,true,,,JHH: Yuman loan
Luiseno-102_green-1,3231,Luiseno,102_green,kunó-knu-š,kunó-knu-š,,,Miller1984,102_green-10,false,,,"JHH: Probably ku-nok-nu-sh ""tree-like"""
Luiseno-103_yellow-1,3263,Luiseno,103_yellow,aṣó-ʔṣu-š,aṣó-ʔṣu-š,,,Miller1984,103_yellow-8,false,,,
Luiseno-104_white-1,3295,Luiseno,104_white,xwáya-,xwáya-,,,Miller1984,104_white-2,false,,,=to be white
Luiseno-105_black-1,3327,Luiseno,105_black,yuvá-tái,yuvá-tái,,,Miller1984,105_black-6,false,,,=to be black
Luiseno-106_night-1,3359,Luiseno,106_night,túuku-mi-t,túuku-mi-t,,,Miller1984,106_night-1,false,,,(from tuk-)
Luiseno-107_name-1,3391,Luiseno,107_name,túŋ-la,túŋ-la,,,Miller1984,107_name-2,false,,,
Luiseno-108_year-1,3423,Luiseno,108_year,táwpa-š,táwpa-š,,,Miller1984,108_year-2,false,,,
Luiseno-110_three-1,3703,Luiseno,110_three,pááhay,pááhay,,,Miller1984,110_three-1,false,,,
Luiseno-111_four-1,3738,Luiseno,111_four,wasá',wasá',,,Miller1984,111_four-1,false,,,
Luiseno-112_five-1,3772,Luiseno,112_five,maháár,maháár,,,Miller1984,112_five-3,false,,,
Luiseno-113_six-1,3806,Luiseno,113_six,pavááhay,pavááhay,,,Miller1984,113_six-3,false,,,
Luiseno-114_i-1,4078,Luiseno,114_i,nō,nō,,,Miller1984,114_i-1,false,,,
Luiseno-115_yousing-1,4113,Luiseno,115_yousing,om,om,,,Miller1984,115_yousing-1,false,,,ord is 7et (initial glottal stop is important here)
