ID	LOCAL_ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	COGNACY	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
3925	utoaztecan-Kiowa-54_arm-1	utoaztecan-Kiowa	ARM	arm	mᴐ́n	mᴐ́n	m ɔ n	utoaztecan-54_arm-2	159	4 7 4	AXN	MUN	16	16.M.C 16.U.V 16.N.c	2.0 1.5 0.8	mɔn	1	47
4038	utoaztecan-SanJuanPuebloTewa-54_arm-1	utoaztecan-SanJuanPuebloTewa	ARM	arm	khóe	khóe	kʰ o e	utoaztecan-54_arm-4	928	1 7 7	AXZ	KUE	28	28.K.C 28.U.V 28.E.V	2.0 1.5 0.8	kʰoe	0	73
4159	utoaztecan-ShoshoniGosiute-54_arm-1	utoaztecan-ShoshoniGosiute	ARM	arm	pɨta	pɨta	p ɨ t a	utoaztecan-54_arm-1	54	1 7 1 7	AXBZ	PITA	30	30.P.C 30.I.V 30.T.C 30.A.V	2.0 1.5 1.75 0.8	pɨta	0	52
4308	utoaztecan-Comecrudo-54_arm-1	utoaztecan-Comecrudo	ARM	arm	lo't mapi'	lo't mapi'	l o t + m a p i ʔ		1468	5 7 1 9 4 7 1 7 1	AXN_AXBYN	LUT_MAPIH	7	7.L.C 7.U.V 7.T.c 7._._ 7.M.C 7.A.V 7.P.C 7.I.V 7.H.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	lot+mapiʔ	0	53
4443	utoaztecan-Comanche-54_arm-1	utoaztecan-Comanche	ARM	arm	pɨra	pɨra	p ɨ r a	utoaztecan-54_arm-1	54	1 7 5 7	AXBZ	PIRA	6	6.P.C 6.I.V 6.R.C 6.A.V	2.0 1.5 1.75 0.8	pɨra	0	52
4574	utoaztecan-Zuni-54_arm-1	utoaztecan-Zuni	ARM	arm	ʔasi	ʔasi	ʔ a s i		1618	1 7 3 7	AXBZ	HASI	38	38.H.C 38.A.V 38.S.C 38.I.V	2.0 1.5 1.75 0.8	ʔasi	1	83
4703	utoaztecan-Kawaiisu-54_arm-1	utoaztecan-Kawaiisu	ARM	arm	pɨra-vɨ	pɨra-vɨ	p ɨ r a + v ɨ	utoaztecan-54_arm-1	54	1 7 5 7 9 3 7	AXBZ_AX	PIRA_BI	15	15.P.C 15.I.V 15.R.C 15.A.V 15._._ 15.B.C 15.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	pɨra+vɨ	0	52
4846	utoaztecan-Chemehuevi-54_arm-1	utoaztecan-Chemehuevi	ARM	arm	aŋapɨ	aŋapɨ	a ŋ a p ɨ	utoaztecan-54_arm-8	1733	7 4 7 1 7	XBYBZ	ANAPI	4	4.A.V 4.N.C 4.A.V 4.P.C 4.I.V	1.5 1.75 1.3 1.75 0.8	aŋapɨ	0	50
4987	utoaztecan-SouthernPaiute-54_arm-1	utoaztecan-SouthernPaiute	ARM	arm	pɨta	pɨta	p ɨ t a	utoaztecan-54_arm-1	54	1 7 1 7	AXBZ	PITA	32	32.P.C 32.I.V 32.T.C 32.A.V	2.0 1.5 1.75 0.8	pɨta	0	52
5114	utoaztecan-SouthernUte-54_arm-1	utoaztecan-SouthernUte	ARM	arm	pɨtá-pi	pɨtá-pi	p ɨ t a + p i	utoaztecan-54_arm-1	54	1 7 1 7 9 1 7	AXBZ_AX	PITA_PI	33	33.P.C 33.I.V 33.T.C 33.A.V 33._._ 33.P.C 33.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	pɨta+pi	0	52
99	utoaztecan-Mono-97_ash-1	utoaztecan-Mono	ASH	ash	esiya	esiya	e s i j a	utoaztecan-97_ash-7	97	7 3 7 6 7	XBYBZ	ESIJA	20	20.E.V 20.S.C 20.I.V 20.J.C 20.A.V	1.5 1.75 1.3 1.75 0.8	esija	0	107
253	utoaztecan-Tubatulabel-97_ash-1	utoaztecan-Tubatulabel	ASH	ash	tongul	tongul	t o n g u l	utoaztecan-97_ash-3	196	1 7 4 1 7 5	AXMBYN	TUNKYL	36	36.T.C 36.U.V 36.N.c 36.K.C 36.Y.V 36.L.c	2.0 1.5 1.1 1.75 1.3 0.8	tongul	0	123
395	utoaztecan-Serrano-97_ash-1	utoaztecan-Serrano	ASH	ash	kukuh-t	kukuh-t	k u k u h + t	utoaztecan-97_ash-8	280	1 7 1 7 3 9 1	AXBYN_A	KYKYH_T	29	29.K.C 29.Y.V 29.K.C 29.Y.V 29.H.c 29._._ 29.T.C	2.0 1.5 1.75 1.3 0.8 0.0 2.0	kukuh+t	0	104
519	utoaztecan-Cahuilla-97_ash-1	utoaztecan-Cahuilla	ASH	ash	nísxi-š	nísxi-š	n i s x i + ʃ	utoaztecan-97_ash-4	338	4 7 3 3 7 9 3	AXMBZ_A	NISGI_S	3	3.N.C 3.I.V 3.S.c 3.G.C 3.I.V 3._._ 3.S.C	2.0 1.5 1.1 1.75 0.8 0.0 2.0	nisxi+ʃ	0	90
646	utoaztecan-Cupeno-97_ash-1	utoaztecan-Cupeno	ASH	ash	wɨṣkí-š	wɨṣkí-š	w ɨ ʂ k i + ʃ	utoaztecan-97_ash-9	376	6 7 3 1 7 9 3	AXMBZ_A	WISKI_S	9	9.W.C 9.I.V 9.S.c 9.K.C 9.I.V 9._._ 9.S.C	2.0 1.5 1.1 1.75 0.8 0.0 2.0	wɨʂki+ʃ	0	96
773	utoaztecan-Luiseno-97_ash-1	utoaztecan-Luiseno	ASH	ash	téeliŋi-š	téeliŋi-š	t e e l i ŋ i + ʃ	utoaztecan-97_ash-3	196	1 7 7 5 7 4 7 9 3	AXYBYBZ_A	TEELINI_S	18	18.T.C 18.E.V 18.E.V 18.L.C 18.I.V 18.N.C 18.I.V 18._._ 18.S.C	2.0 1.5 1.3 1.75 1.3 1.75 0.8 0.0 2.0	teeliŋi+ʃ	0	105
905	utoaztecan-Gabrielino-97_ash-1	utoaztecan-Gabrielino	ASH	ash	košiš	košiš	k o ʃ i ʃ	utoaztecan-97_ash-5	473	1 7 3 7 3	AXBYN	KUSIS	11	11.K.C 11.U.V 11.S.C 11.I.V 11.S.c	2.0 1.5 1.75 1.3 0.8	koʃiʃ	0	98
1030	utoaztecan-Hopi-97_ash-1	utoaztecan-Hopi	ASH	ash	qöcvi	qöcvi	q ø ts v i	utoaztecan-97_ash-5	473	1 7 2 3 7	AXBCZ	KUCBI	13	13.K.C 13.U.V 13.C.C 13.B.C 13.I.V	2.0 1.5 1.75 1.5 0.8	qøtsvi	0	100
1159	utoaztecan-Papago-97_ash-1	utoaztecan-Papago	ASH	ash	matai	matai	m a t ai	utoaztecan-97_ash-6	597	4 7 1 7	AXBZ	MATA	25	25.M.C 25.A.V 25.T.C 25.A.V	2.0 1.5 1.75 0.8	matai	0	109
1306	utoaztecan-PimaDeOnavas-97_ash-1	utoaztecan-PimaDeOnavas	ASH	ash	mathai	mathai	m a tʰ ai	utoaztecan-97_ash-6	597	4 7 1 7	AXBZ	MATA	26	26.M.C 26.A.V 26.T.C 26.A.V	2.0 1.5 1.75 0.8	matʰai	0	109
1463	utoaztecan-NorthernTepehuan-97_ash-1	utoaztecan-NorthernTepehuan	ASH	ash	matte	matte	m a tː e	utoaztecan-97_ash-6	597	4 7 1 7	AXBZ	MATE	22	22.M.C 22.A.V 22.T.C 22.E.V	2.0 1.5 1.75 0.8	matːe	0	109
1618	utoaztecan-NorthernPaiute-97_ash-1	utoaztecan-NorthernPaiute	ASH	ash	kuttussipɨ	kuttussipɨ	k u tː u sː i p ɨ	utoaztecan-97_ash-1	699	1 7 1 7 3 7 1 7	AXBYBYBZ	KYTYSIPI	21	21.K.C 21.Y.V 21.T.C 21.Y.V 21.S.C 21.I.V 21.P.C 21.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kutːusːipɨ	0	93
1619	utoaztecan-NorthernPaiute-97_ash-2	utoaztecan-NorthernPaiute	ASH	ash	kussi	kussi	k u sː i	utoaztecan-97_ash-1	699	1 7 3 7	AXBZ	KYSI	21	21.K.C 21.Y.V 21.S.C 21.I.V	2.0 1.5 1.75 0.8	kusːi	0	93
1760	utoaztecan-Opata-97_ash-1	utoaztecan-Opata	ASH	ash	napôt	napôt	n a p o t	utoaztecan-97_ash-10	755	4 7 1 7 1	AXBYN	NAPUT	23	23.N.C 23.A.V 23.P.C 23.U.V 23.T.c	2.0 1.5 1.75 1.3 0.8	napot	0	110
1910	utoaztecan-Eudeve-97_ash-1	utoaztecan-Eudeve	ASH	ash	nápsa	nápsa	n a p s a	utoaztecan-97_ash-10	755	4 7 1 3 7	AXBCZ	NAPSA	10	10.N.C 10.A.V 10.P.C 10.S.C 10.A.V	2.0 1.5 1.75 1.5 0.8	napsa	0	97
2038	utoaztecan-Guarijio-97_ash-1	utoaztecan-Guarijio	ASH	ash	nahpisó	nahpisó	n a h p i s o	utoaztecan-97_ash-10	755	4 7 3 1 7 3 7	AXMBYBZ	NAHPISU	12	12.N.C 12.A.V 12.H.c 12.P.C 12.I.V 12.S.C 12.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	nahpiso	0	97
2170	utoaztecan-Tarahumara-97_ash-1	utoaztecan-Tarahumara	ASH	ash	napisó	napisó	n a p i s o	utoaztecan-97_ash-10	755	4 7 1 7 3 7	AXBYBZ	NAPISU	34	34.N.C 34.A.V 34.P.C 34.I.V 34.S.C 34.U.V	2.0 1.5 1.75 1.3 1.75 0.8	napiso	0	97
2321	utoaztecan-Tubar-97_ash-1	utoaztecan-Tubar	ASH	ash	nasí-t	nasí-t	n a s i + t	utoaztecan-97_ash-4	338	4 7 3 7 9 1	AXBZ_A	NASI_T	35	35.N.C 35.A.V 35.S.C 35.I.V 35._._ 35.T.C	2.0 1.5 1.75 0.8 0.0 2.0	nasi+t	0	95
2458	utoaztecan-Mayo-97_ash-1	utoaztecan-Mayo	ASH	ash	náposa	náposa	n a p o s a	utoaztecan-97_ash-10	755	4 7 1 7 3 7	AXBYBZ	NAPUSA	19	19.N.C 19.A.V 19.P.C 19.U.V 19.S.C 19.A.V	2.0 1.5 1.75 1.3 1.75 0.8	naposa	0	97
2597	utoaztecan-Yaqui-97_ash-1	utoaztecan-Yaqui	ASH	ash	náposa	náposa	n a p o s a	utoaztecan-97_ash-10	755	4 7 1 7 3 7	AXBYBZ	NAPUSA	37	37.N.C 37.A.V 37.P.C 37.U.V 37.S.C 37.A.V	2.0 1.5 1.75 1.3 1.75 0.8	naposa	0	97
2736	utoaztecan-Cora-97_ash-1	utoaztecan-Cora	ASH	ash	nasi	nasi	n a s i	utoaztecan-97_ash-4	338	4 7 3 7	AXBZ	NASI	8	8.N.C 8.A.V 8.S.C 8.I.V	2.0 1.5 1.75 0.8	nasi	0	95
2889	utoaztecan-Huichol-97_ash-1	utoaztecan-Huichol	ASH	ash	narí	narí	n a r i	utoaztecan-97_ash-12	1034	4 7 5 7	AXBZ	NARI	14	14.N.C 14.A.V 14.R.C 14.I.V	2.0 1.5 1.75 0.8	nari	0	95
3029	utoaztecan-ClassicalAztec-97_ash-1	utoaztecan-ClassicalAztec	ASH	ash	neš-tli	neš-tli	n e ʃ + t l i	utoaztecan-97_ash-4	338	4 7 3 9 1 5 7	AXN_ACX	NES_TLI	5	5.N.C 5.E.V 5.S.c 5._._ 5.T.C 5.L.C 5.I.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5	neʃ+tli	0	88
3159	utoaztecan-Pannamint-97_ash-1	utoaztecan-Pannamint	ASH	ash	(kuna) kuccappɨh	kuccappɨh	k u tsː a pː ɨ h	utoaztecan-97_ash-1	699	1 7 1 7 1 7 3	AXBYBYN	KYTAPIH	24	24.K.C 24.Y.V 24.T.C 24.A.V 24.P.C 24.I.V 24.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kutsːapːɨh	1	111
3304	utoaztecan-AztecTetelcingo-97_ash-1	utoaztecan-AztecTetelcingo	ASH	ash	tlakoneš-tlii	tlakoneš-tlii	t l a k o n e ʃ + t l iː	utoaztecan-97_ash-4	338	1 5 7 1 7 4 7 3 9 1 5 7	ACXBYBYN_ACX	TLAKUNES_TLI	1	1.T.C 1.L.C 1.A.V 1.K.C 1.U.V 1.N.C 1.E.V 1.S.c 1._._ 1.T.C 1.L.C 1.I.V	2.0 1.5 1.5 1.75 1.3 1.75 1.3 0.8 0.0 2.0 1.5 1.5	tlakoneʃ+tliː	0	88
3439	utoaztecan-AztecZacapoaxtla-97_ash-1	utoaztecan-AztecZacapoaxtla	ASH	ash	kwonneš	kwonneš	kʷ o nː e ʃ	utoaztecan-97_ash-4	338	1 7 4 7 3	AXBYN	KUNES	2	2.K.C 2.U.V 2.N.C 2.E.V 2.S.c	2.0 1.5 1.75 1.3 0.8	kʷonːeʃ	0	88
3578	utoaztecan-Pipil-97_ash-1	utoaztecan-Pipil	ASH	ash	neč	neč	n e tʃ	utoaztecan-97_ash-4	338	4 7 1	AXN	NET	27	27.N.C 27.E.V 27.T.c	2.0 1.5 0.8	netʃ	0	110
3579	utoaztecan-Pipil-97_ash-2	utoaztecan-Pipil	ASH	ash	nesč-ta	nesč-ta	n e s tʃ + t a	utoaztecan-97_ash-4	338	4 7 3 1 9 1 7	AXLN_AX	NEST_TA	27	27.N.C 27.E.V 27.S.c 27.T.c 27._._ 27.T.C 27.A.V	2.0 1.5 1.1 0.8 0.0 2.0 1.5	nestʃ+ta	0	110
3580	utoaztecan-Pipil-97_ash-3	utoaztecan-Pipil	ASH	ash	nešti	nešti	n e ʃ t i	utoaztecan-97_ash-4	338	4 7 3 1 7	AXMBZ	NESTI	27	27.N.C 27.E.V 27.S.c 27.T.C 27.I.V	2.0 1.5 1.1 1.75 0.8	neʃti	0	129
3705	utoaztecan-SoutheasternTepehuan-97_ash-1	utoaztecan-SoutheasternTepehuan	ASH	ash	matai	matai	m a t ai	utoaztecan-97_ash-6	597	4 7 1 7	AXBZ	MATA	31	31.M.C 31.A.V 31.T.C 31.A.V	2.0 1.5 1.75 0.8	matai	0	109
3843	utoaztecan-Kitanemuk-97_ash-1	utoaztecan-Kitanemuk	ASH	ash	kukut	kukut	k u k u t	utoaztecan-97_ash-8	280	1 7 1 7 1	AXBYN	KYKYT	17	17.K.C 17.Y.V 17.K.C 17.Y.V 17.T.c	2.0 1.5 1.75 1.3 0.8	kukut	0	104
3969	utoaztecan-Kiowa-97_ash-1	utoaztecan-Kiowa	ASH	ash	sᴐᴐpʰąn	sᴐᴐpʰąn	s ɔː pʰ ã n	utoaztecan-97_ash-11	1313	3 7 1 7 4	AXBYN	SUPAN	16	16.S.C 16.U.V 16.P.C 16.A.V 16.N.c	2.0 1.5 1.75 1.3 0.8	sɔːpʰãn	0	103
4081	utoaztecan-SanJuanPuebloTewa-97_ash-1	utoaztecan-SanJuanPuebloTewa	ASH	ash	nûu	nûu	n u u	utoaztecan-97_ash-4	338	4 7 7	AXZ	NYY	28	28.N.C 28.Y.V 28.Y.V	2.0 1.5 0.8	nuu	0	115
4208	utoaztecan-ShoshoniGosiute-97_ash-1	utoaztecan-ShoshoniGosiute	ASH	ash	kuusiippɨh	kuusiippɨh	k uː s iː pː ɨ h	utoaztecan-97_ash-1	699	1 7 3 7 1 7 3	AXBYBYN	KYSIPIH	30	30.K.C 30.Y.V 30.S.C 30.I.V 30.P.C 30.I.V 30.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kuːsiːpːɨh	0	93
4368	utoaztecan-Comecrudo-97_ash-1	utoaztecan-Comecrudo	ASH	ash	len	len	l e n		1528	5 7 4	AXN	LEN	7	7.L.C 7.E.V 7.N.c	2.0 1.5 0.8	len	1	94
4369	utoaztecan-Comecrudo-97_ash-2	utoaztecan-Comecrudo	ASH	ash	semél	semél	s e m e l		1529	3 7 4 7 5	AXBYN	SEMEL	7	7.S.C 7.E.V 7.M.C 7.E.V 7.L.c	2.0 1.5 1.75 1.3 0.8	semel	0	126
4487	utoaztecan-Comanche-97_ash-1	utoaztecan-Comanche	ASH	ash	etuhsippɨh	etuhsippɨh	e t u h s i pː ɨ h	utoaztecan-97_ash-1	699	7 1 7 3 3 7 1 7 3	XBYMBYBYN	ETYHSIPIH	6	6.E.V 6.T.C 6.Y.V 6.H.c 6.S.C 6.I.V 6.P.C 6.I.V 6.H.c	1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 0.8	etuhsipːɨh	0	93
4629	utoaztecan-Zuni-97_ash-1	utoaztecan-Zuni	ASH	ash	lu	lu	l u		1673	5 7	AX	LY	38	38.L.C 38.Y.V	2.0 1.5	lu	0	125
4752	utoaztecan-Kawaiisu-97_ash-1	utoaztecan-Kawaiisu	ASH	ash	kuca-pɨ	kuca-pɨ	k u ts a + p ɨ	utoaztecan-97_ash-1	699	1 7 2 7 9 1 7	AXBZ_AX	KYCA_PI	15	15.K.C 15.Y.V 15.C.C 15.A.V 15._._ 15.P.C 15.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	kutsa+pɨ	0	91
4889	utoaztecan-Chemehuevi-97_ash-1	utoaztecan-Chemehuevi	ASH	ash	kuca-ppɨ	kuca-ppɨ	k u ts a + pː ɨ	utoaztecan-97_ash-1	699	1 7 2 7 9 1 7	AXBZ_AX	KYCA_PI	4	4.K.C 4.Y.V 4.C.C 4.A.V 4._._ 4.P.C 4.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	kutsa+pːɨ	0	91
5032	utoaztecan-SouthernPaiute-97_ash-1	utoaztecan-SouthernPaiute	ASH	ash	kuccä-	kuccä-	k u tsː æ	utoaztecan-97_ash-1	699	1 7 1 7	AXBZ	KYTE	32	32.K.C 32.Y.V 32.T.C 32.E.V	2.0 1.5 1.75 0.8	kutsːæ	0	111
5158	utoaztecan-SouthernUte-97_ash-1	utoaztecan-SouthernUte	ASH	ash	kucá-ppɨ	kucá-ppɨ	k u ts a + pː ɨ	utoaztecan-97_ash-1	699	1 7 2 7 9 1 7	AXBZ_AX	KYCA_PI	33	33.K.C 33.Y.V 33.C.C 33.A.V 33._._ 33.P.C 33.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	kutsa+pːɨ	0	91
29	utoaztecan-Mono-29_bark-1	utoaztecan-Mono	BARK	bark	woʔaggapɨ	woʔaggapɨ	w o ʔ a gː a p ɨ	utoaztecan-29_bark-1	29	6 7 1 7 1 7 1 7	AXBYBYBZ	WUHAKAPI	20	20.W.C 20.U.V 20.H.C 20.A.V 20.K.C 20.A.V 20.P.C 20.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	woʔagːapɨ	0	147
163	utoaztecan-Tubatulabel-29_bark-1	utoaztecan-Tubatulabel	BARK	bark	opit	opit	o p i t	utoaztecan-29_bark-8	145	7 1 7 1	XBYN	UPIT	36	36.U.V 36.P.C 36.I.V 36.T.c	1.5 1.75 1.3 0.8	opit	0	163
164	utoaztecan-Tubatulabel-29_bark-2	utoaztecan-Tubatulabel	BARK	bark	opun	opun	o p u n	utoaztecan-29_bark-8	145	7 1 7 4	XBYN	UPYN	36	36.U.V 36.P.C 36.Y.V 36.N.c	1.5 1.75 1.3 0.8	opun	0	169
320	utoaztecan-Serrano-29_bark-1	utoaztecan-Serrano	BARK	bark	-qòc	-qòc	q o ts	utoaztecan-29_bark-3	236	1 7 2	AXN	KUC	29	29.K.C 29.U.V 29.C.c	2.0 1.5 0.8	qots	0	144
449	utoaztecan-Cahuilla-29_bark-1	utoaztecan-Cahuilla	BARK	bark	táča-l	táča-l	t a tʃ a + l	utoaztecan-29_bark-4	312	1 7 1 7 9 5	AXBZ_A	TATA_L	3	3.T.C 3.A.V 3.T.C 3.A.V 3._._ 3.L.C	2.0 1.5 1.75 0.8 0.0 2.0	tatʃa+l	0	132
450	utoaztecan-Cahuilla-29_bark-2	utoaztecan-Cahuilla	BARK	bark	tášʔa	tášʔa	t a ʃˀ a	utoaztecan-29_bark-4	312	1 7 3 7	AXBZ	TASA	3	3.T.C 3.A.V 3.S.C 3.A.V	2.0 1.5 1.75 0.8	taʃˀa	0	166
577	utoaztecan-Cupeno-29_bark-1	utoaztecan-Cupeno	BARK	bark	čala-l	čala-l	tʃ a l a + l	utoaztecan-29_bark-9	357	1 7 5 7 9 5	AXBZ_A	TALA_L	9	9.T.C 9.A.V 9.L.C 9.A.V 9._._ 9.L.C	2.0 1.5 1.75 0.8 0.0 2.0	tʃala+l	0	132
702	utoaztecan-Luiseno-29_bark-1	utoaztecan-Luiseno	BARK	bark	-táači	-táači	t a a tʃ i	utoaztecan-29_bark-4	312	1 7 7 1 7	AXYBZ	TAATI	18	18.T.C 18.A.V 18.A.V 18.T.C 18.I.V	2.0 1.5 1.3 1.75 0.8	taatʃi	0	145
831	utoaztecan-Gabrielino-29_bark-1	utoaztecan-Gabrielino	BARK	bark	axōxoc	axōxoc	a x oː x o ts	utoaztecan-29_bark-3	236	7 3 7 3 7 2	XBYBYN	AGUGUC	11	11.A.V 11.G.C 11.U.V 11.G.C 11.U.V 11.C.c	1.5 1.75 1.3 1.75 1.3 0.8	axoːxots	0	139
960	utoaztecan-Hopi-29_bark-1	utoaztecan-Hopi	BARK	bark	cíipɨ	cíipɨ	ts i i p ɨ	utoaztecan-29_bark-10	502	2 7 7 1 7	AXYBZ	CIIPI	13	13.C.C 13.I.V 13.I.V 13.P.C 13.I.V	2.0 1.5 1.3 1.75 0.8	tsiipɨ	0	141
1089	utoaztecan-Papago-29_bark-1	utoaztecan-Papago	BARK	bark	ɨldag	ɨldag	ɨ l d a g	utoaztecan-29_bark-5	563	7 5 1 7 1	XMBYN	ILTAK	25	25.I.V 25.L.c 25.T.C 25.A.V 25.K.c	1.5 1.1 1.75 1.3 0.8	ɨldag	0	149
1226	utoaztecan-PimaDeOnavas-29_bark-1	utoaztecan-PimaDeOnavas	BARK	bark	ɨlidag	ɨlidag	ɨ l i d a g	utoaztecan-29_bark-5	563	7 5 7 1 7 1	XBYBYN	ILITAK	26	26.I.V 26.L.C 26.I.V 26.T.C 26.A.V 26.K.c	1.5 1.75 1.3 1.75 1.3 0.8	ɨlidag	0	149
1374	utoaztecan-NorthernTepehuan-29_bark-1	utoaztecan-NorthernTepehuan	BARK	bark	hilidaga	hilidaga	h i l i d a g a	utoaztecan-29_bark-5	563	3 7 5 7 1 7 1 7	AXBYBYBZ	HILITAKA	22	22.H.C 22.I.V 22.L.C 22.I.V 22.T.C 22.A.V 22.K.C 22.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hilidaga	0	149
1526	utoaztecan-NorthernPaiute-29_bark-1	utoaztecan-NorthernPaiute	BARK	bark	puʔa	puʔa	p u ʔ a	utoaztecan-29_bark-1	29	1 7 1 7	AXBZ	PYHA	21	21.P.C 21.Y.V 21.H.C 21.A.V	2.0 1.5 1.75 0.8	puʔa	0	135
1680	utoaztecan-Opata-29_bark-1	utoaztecan-Opata	BARK	bark	beuat	beuat	b e w a t	utoaztecan-29_bark-12	721	1 7 6 7 1	AXBYN	PEWAT	23	23.P.C 23.E.V 23.W.C 23.A.V 23.T.c	2.0 1.5 1.75 1.3 0.8	bewat	0	146
1823	utoaztecan-Eudeve-29_bark-1	utoaztecan-Eudeve	BARK	bark	beguát	beguát	b e g u a t	utoaztecan-29_bark-12	721	1 7 1 7 7 1	AXBYYN	PEKYAT	10	10.P.C 10.E.V 10.K.C 10.Y.V 10.A.V 10.T.c	2.0 1.5 1.75 1.3 1.3 0.8	beguat	0	138
1966	utoaztecan-Guarijio-29_bark-1	utoaztecan-Guarijio	BARK	bark	kahé	kahé	k a h e	utoaztecan-29_bark-7	823	1 7 3 7	AXBZ	KAHE	12	12.K.C 12.A.V 12.H.C 12.E.V	2.0 1.5 1.75 0.8	kahe	0	140
2091	utoaztecan-Tarahumara-29_bark-1	utoaztecan-Tarahumara	BARK	bark	ególi	ególi	e g o l i		850	7 1 7 5 7	XBYBZ	EKULI	34	34.E.V 34.K.C 34.U.V 34.L.C 34.I.V	1.5 1.75 1.3 1.75 0.8	egoli	0	161
2092	utoaztecan-Tarahumara-29_bark-2	utoaztecan-Tarahumara	BARK	bark	kuhé	kuhé	k u h e	utoaztecan-29_bark-7	823	1 7 3 7	AXBZ	KYHE	34	34.K.C 34.Y.V 34.H.C 34.E.V	2.0 1.5 1.75 0.8	kuhe	0	140
2230	utoaztecan-Tubar-29_bark-1	utoaztecan-Tubar	BARK	bark	u-la-pét	u-la-pét	u + l a + p e t	utoaztecan-29_bark-6	876	7 9 5 7 9 1 7 1	X_AX_AXN	Y_LA_PET	35	35.Y.V 35._._ 35.L.C 35.A.V 35._._ 35.P.C 35.E.V 35.T.c	1.5 0.0 2.0 1.5 0.0 2.0 1.5 0.8	u+la+pet	0	162
2388	utoaztecan-Mayo-29_bark-1	utoaztecan-Mayo	BARK	bark	beéwa	beéwa	b e e w a	utoaztecan-29_bark-12	721	1 7 7 6 7	AXYBZ	PEEWA	19	19.P.C 19.E.V 19.E.V 19.W.C 19.A.V	2.0 1.5 1.3 1.75 0.8	beewa	0	146
2522	utoaztecan-Yaqui-29_bark-1	utoaztecan-Yaqui	BARK	bark	béa	béa	b e a	utoaztecan-29_bark-12	721	1 7 7	AXZ	PEA	37	37.P.C 37.E.V 37.A.V	2.0 1.5 0.8	bea	0	146
2663	utoaztecan-Cora-29_bark-1	utoaztecan-Cora	BARK	bark	kúcapeʔe	kúcapeʔe	k u ts a p e ʔ e	utoaztecan-29_bark-3	236	1 7 2 7 1 7 1 7	AXBYBYBZ	KYCAPEHE	8	8.K.C 8.Y.V 8.C.C 8.A.V 8.P.C 8.E.V 8.H.C 8.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kutsapeʔe	0	136
2951	utoaztecan-ClassicalAztec-29_bark-1	utoaztecan-ClassicalAztec	BARK	bark	eʔwaa-tl	eʔwaa-tl	e ˀw aː + t l	utoaztecan-29_bark-6	876	7 6 7 9 1 5	XBZ_AC	EWA_TL	5	5.E.V 5.W.C 5.A.V 5._._ 5.T.C 5.L.C	1.5 1.75 0.8 0.0 2.0 1.5	eˀwaː+tl	0	131
3090	utoaztecan-Pannamint-29_bark-1	utoaztecan-Pannamint	BARK	bark	poʔa	poʔa	p o ʔ a	utoaztecan-29_bark-1	29	1 7 1 7	AXBZ	PUHA	24	24.P.C 24.U.V 24.H.C 24.A.V	2.0 1.5 1.75 0.8	poʔa	0	135
3226	utoaztecan-AztecTetelcingo-29_bark-1	utoaztecan-AztecTetelcingo	BARK	bark	yewayu-tl	yewayu-tl	j e w a j u + t l	utoaztecan-29_bark-6	876	6 7 6 7 6 7 9 1 5	AXBYBZ_AC	JEWAJY_TL	1	1.J.C 1.E.V 1.W.C 1.A.V 1.J.C 1.Y.V 1._._ 1.T.C 1.L.C	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	jewaju+tl	0	130
3366	utoaztecan-AztecZacapoaxtla-29_bark-1	utoaztecan-AztecZacapoaxtla	BARK	bark	eewa-t	eewa-t	eː w a + t	utoaztecan-29_bark-6	876	7 6 7 9 1	XBZ_A	EWA_T	2	2.E.V 2.W.C 2.A.V 2._._ 2.T.C	1.5 1.75 0.8 0.0 2.0	eːwa+t	0	131
3493	utoaztecan-Pipil-29_bark-1	utoaztecan-Pipil	BARK	bark	yuwayo	yuwayo	j u w a j o	utoaztecan-29_bark-6	876	6 7 6 7 6 7	AXBYBZ	JYWAJU	27	27.J.C 27.Y.V 27.W.C 27.A.V 27.J.C 27.U.V	2.0 1.5 1.75 1.3 1.75 0.8	juwajo	0	130
